#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;MasterLeePhD;Master Lee PhD;2533274793230093;346654;350009;3355;50;657;707
2;CRZYSPZ;CRZYSPZ;2533274896685914;418825;422125;3300;48;251;299
3;Cyime;Cyime;2533274809898296;212555;215750;3195;46;166;212
4;Plagueborne;The Wicked Soul;2533274925208344;909727;912827;3100;44;964;1008
5;Chyld989;Chyld989;2533274824150207;403690;406260;2570;42;680;722
6;profjjj;profjjj;2533274829351135;129067;131392;2325;40;854;894
7;judge;judge;2533274802991000;417560;419805;2245;38;435;473
8;low187;ShadowArceus5;2533274870566975;244238;246448;2210;36;336;372
9;Mort;Mortaigne;2533274924850886;165127;167297;2170;34;479;513
10;brunopcosta1;brunopcosta1;2535437287890796;268047;269952;1905;32;552;584
11;n0tjack;n0tjack;2533274808155558;185913;187738;1825;30;490;520
12;ShadowlessEdge;Shadowless Edge;2535418358478334;667371;669121;1750;28;1006;1034
13;Zonky;Zonky;2535470751963594;105315;106850;1535;26;924;950
14;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;666070;667415;1345;24;790;814
15;Scottish_Sin;Scottish Sin;2533274798575633;555290;556620;1330;22;453;475
16;dscharles;dscharles;2533275014769270;67476;68686;1210;20;130;150
17;Bugalugs214;bugalugs214;2535471084374195;137036;138206;1170;18;335;353
18;SheepDip;Ryuukishi634;2533274841110750;397080;398220;1140;16;627;643
19;DeusJabu;DeusJabu;2535431624153776;168899;169884;985;14;206;220
20;APOPHIS1989;APOPHIS1989;2533274792861176;326964;327869;905;12;536;548
21;Shadowgasm;Shadowgasm;2736338880739054;343295;343995;700;10;336;346
22;MrZweistein;MrZweistein;2533274796780325;134050;134690;640;8;75;83
23;xJavontax;xJavontax;2533274819674251;49246;49836;590;6;101;107
24;BananaBox39;MaidenLOKO;2533274891998560;191165;191690;525;4;114;118
25;CallMeCraig;matsze;2533274817036922;239666;240181;515;2;622;624
26;Knottian;Knottian;2533274805216213;222146;222641;495;1;355;356
27;FunkyOne;Sir Funkified;2533274831236982;244745;245205;460;1;208;209
28;Akosii;Akosii;2533274876129944;357285;357720;435;1;496;497
29;TheSlickTony;TheSlickTony;2533275010815429;110878;111248;370;1;32;33
30;UnveiledArk;UnveiledArk;2533274934249959;371555;371910;355;1;443;444
31;michael;Rngesus37;2535419776788793;40297;40607;310;1;37;38
32;dfunktjester;dFunkt jestEr;2533274829581469;117277;117582;305;1;257;258
33;BrigadiersBlue;Brigadiers Blue;2533274916311937;71108;71293;185;1;105;106
34;FairyEmpire;baboy1337;2533274848211122;424900;425075;175;1;458;459
35;Foorbits;Foorbits;2624419068575218;50678;50843;165;1;54;55
36;OneBadMutha;OneBadMutha;2728296738546254;57088;57203;115;1;260;261
37;BadMoodJones;Junglee91;2533275020457265;123816;123916;100;1;408;409
38;Sikamikanico;Sikamikanico;2599622463478870;135268;135353;85;1;192;193
39;supercommodore;supercommodore;2533274982646378;25737;25817;80;1;83;84
40;Kreten;Cro Kreten;2690766741657668;262483;262523;40;1;33;34
41;Bluehawk357;BlueHawk357;2533274876723326;113398;113433;35;1;21;22
42;PhantomFox;PhantomFox75-460;2535436728258152;65932;65962;30;1;166;167
43;Xumbrega;ctZz1;2533274892320729;156415;156435;20;1;59;60
44;TheSego;The Sego;2533274801846949;152609;152609;0;0;25;25
44;Running_Riot;BoutTreeFidy-208;2535457582061110;46145;46145;0;0;196;196
44;MMarfil;MMarfil;2533274884719422;105224;105224;0;0;56;56
44;BeardoN7x;BeardoA7x;2533274924115209;107940;107940;0;0;334;334
44;Mark3;Mark 3;2533274791777168;175785;175785;0;0;0;0
