#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Bugalugs214;bugalugs214;2535471084374195;233500;275035;41535;50;196;246
2;ShadowlessEdge;Shadowless Edge;2535418358478334;836621;850532;13911;48;148;196
3;Plagueborne;The Wicked Soul;2533274925208344;952072;961632;9560;46;132;178
4;NierlyCrazy;Nierly Crazy;2533274896685914;455410;463560;8150;44;82;126
5;Shadowgasm;Shadowgasm;2736338880739054;368279;375969;7690;42;154;196
6;APOPHIS1989;APOPHIS1989;2533274792861176;371591;378942;7351;40;144;184
7;CallMeCraig;matsze;2533274817036922;265206;270984;5778;38;110;148
8;Akosii;Akosii;2533274876129944;378920;384265;5345;36;90;126
9;Zonky;Zonky;2535470751963594;159070;163660;4590;34;82;116
10;MasterLeePhD;Master Lee PhD;2533274793230093;382269;386814;4545;32;72;104
11;n0tjack;n0tjack;2533274808155558;201025;205335;4310;30;134;164
12;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;749765;753970;4205;28;61;89
13;SheepDip;Ryuukishi634;2533274841110750;434695;438400;3705;26;68;94
14;judge;judge;2533274802991000;446915;450515;3600;24;119;143
15;BrigadiersBlue;Brigadiers Blue;2533274916311937;95978;99338;3360;22;112;134
16;Scottish_Sin;Scottish Sin;2533274798575633;578035;581210;3175;20;96;116
17;Cyime;Cyime;2533274809898296;239230;242325;3095;18;53;71
18;BeardoN7x;BeardoA7x;2533274924115209;126260;129295;3035;16;0;16
19;TheSlickTony;TheSlickTony;2533275010815429;116568;119488;2920;14;66;80
20;FairyEmpire;baboy1337;2533274848211122;454193;457003;2810;12;70;82
21;Mort;Mortaigne;2533274924850886;190287;192837;2550;10;90;100
22;Chyld989;Chyld989;2533274824150207;451975;454230;2255;8;61;69
23;BadMoodJones;Junglee91;2533275020457265;140677;142862;2185;6;33;39
24;Knottian;Knottian;2533274805216213;232711;234801;2090;4;40;44
25;Sikamikanico;Sikamikanico;2599622463478870;142343;144113;1770;2;69;71
26;dscharles;dscharles;2533275014769270;77500;79215;1715;1;43;44
27;FunkyOne;Sir Funkified;2533274831236982;252500;254180;1680;1;26;27
28;profjjj;profjjj;2533274829351135;147402;149057;1655;1;75;76
29;PhantomFox;PhantomFox75;2535436728258152;73772;75412;1640;1;58;59
30;UnveiledArk;UnveiledArk;2533274934249959;434000;435510;1510;1;20;21
31;low187;ShadowArceus5;2533274870566975;261545;262745;1200;1;3;4
32;Kreten;Cro Kreten;2690766741657668;269580;270728;1148;1;6;7
33;MrZweistein;MrZweistein;2533274796780325;144445;145460;1015;1;2;3
34;binarymelon;binarymelon;2533274792088847;26686;27591;905;1;27;28
35;OneBadMutha;OneBadMutha;2728296738546254;61262;62137;875;1;6;7
36;BananaBox39;MaidenLOKO;2533274891998560;197335;198090;755;1;3;4
37;Running_Riot;BoutTreeFidy;2535457582061110;53293;53925;632;1;3;4
38;RoslindaleOne;RoslindaleOne;2594261035379451;388515;389090;575;1;3;4
39;supercommodore;supercommodore;2533274982646378;35552;36017;465;1;3;4
40;DeusJabu;DeusJabu;2535431624153776;187285;187715;430;1;28;29
41;Mark3;Mark 3;2533274791777168;184930;185340;410;1;3;4
42;brunopcosta1;brunopcosta1;2535437287890796;288238;288468;230;1;2;3
43;dfunktjester;dFunkt jestEr;2533274829581469;122613;122803;190;1;1;2
44;Bluehawk357;BlueHawk357;2533274876723326;123034;123199;165;1;3;4
45;xJavontax;xJavontax;2533274819674251;51206;51321;115;1;30;31
46;TheSego;The Sego;2533274801846949;155674;155764;90;1;2;3
47;michael;Rngesus37;2535419776788793;43717;43792;75;1;2;3
48;MMarfil;MMarfil;2533274884719422;107354;107394;40;1;2;3
49;BigM_Milk4;BigMMilk-9208;2533274975549845;46072;46097;25;1;1;2
50;Xumbrega;ctZz1;2533274892320729;160370;160370;0;0;0;0
50;Darthvader2795;Darthvader2795;2535442004967288;76621;76621;0;0;0;0
50;Foorbits;Foorbits;2624419068575218;51153;51153;0;0;0;0
50;DannySuperb;Danny Superb;2535423690428067;1830;1830;0;0;0;0
