#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Bugalugs214;bugalugs214;2535471084374195;300820;305645;4825;50;538;588
2;APOPHIS1989;APOPHIS1989;2533274792861176;385052;389047;3995;48;364;412
3;Shadowgasm;Shadowgasm;2736338880739054;387119;390484;3365;46;480;526
4;Akosii;Akosii;2533274876129944;389020;392280;3260;44;302;346
5;Plagueborne;The Wicked Soul;2533274925208344;970992;974052;3060;42;400;442
6;Chyld989;Chyld989;2533274824150207;458145;460525;2380;40;205;245
7;ShadowlessEdge;Shadowless Edge;2535418358478334;856002;858357;2355;38;428;466
8;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;757685;759555;1870;36;208;244
9;n0tjack;n0tjack;2533274808155558;208269;210114;1845;34;307;341
10;Scottish_Sin;Scottish Sin;2533274798575633;582865;584630;1765;32;156;188
11;low187;ShadowArceus5;2533274870566975;265235;266950;1715;30;88;118
12;Cyime;Cyime;2533274809898296;244650;245890;1240;28;151;179
13;UnveiledArk;UnveiledArk;2533274934249959;442845;444025;1180;26;191;217
14;MasterLeePhD;Master Lee PhD;2533274793230093;391604;392779;1175;24;234;258
15;Mort;Mortaigne;2533274924850886;198577;199692;1115;22;270;292
16;judge;judge;2533274802991000;452090;453085;995;20;183;203
17;CallMeCraig;matsze;2533274817036922;274254;275081;827;18;253;271
18;FairyEmpire;baboy1337;2533274848211122;460047;460847;800;16;177;193
19;SheepDip;Ryuukishi634;2533274841110750;442070;442655;585;14;212;226
20;Sikamikanico;Sikamikanico;2599622463478870;144288;144808;520;12;73;85
21;Mark3;Mark 3;2533274791777168;185855;186225;370;10;13;23
22;NierlyCrazy;Nierly Crazy;2533274896685914;468675;469035;360;8;274;282
23;RoslindaleOne;RoslindaleOne;2594261035379451;390120;390430;310;6;18;24
24;DeusJabu;DeusJabu;2535431624153776;189005;189295;290;4;60;64
25;OneBadMutha;OneBadMutha;2728296738546254;62407;62647;240;2;11;13
26;binarymelon;binarymelon;2533274792088847;28346;28571;225;1;33;34
27;profjjj;profjjj;2533274829351135;151051;151241;190;1;129;130
28;FunkyOne;Sir Funkified;2533274831236982;254818;255003;185;1;37;38
29;BrigadiersBlue;Brigadiers Blue;2533274916311937;100985;101165;180;1;180;181
29;Kreten;Cro Kreten;2690766741657668;272713;272893;180;1;66;67
29;BeardoN7x;BeardoA7x;2533274924115209;133125;133305;180;1;144;145
32;Zonky;Zonky;2535470751963594;164835;164995;160;1;146;147
33;TheSego;The Sego;2533274801846949;158124;158279;155;1;128;129
34;dscharles;dscharles;2533275014769270;79970;80100;130;1;92;93
34;Knottian;Knottian;2533274805216213;235346;235476;130;1;49;50
36;TheSlickTony;TheSlickTony;2533275010815429;120578;120673;95;1;90;91
37;Bluehawk357;BlueHawk357;2533274876723326;123999;124089;90;1;54;55
38;dfunktjester;dFunkt jestEr;2533274829581469;122818;122893;75;1;4;5
39;Xumbrega;ctZz1;2533274892320729;160370;160440;70;1;0;1
40;MrZweistein;MrZweistein;2533274796780325;145865;145930;65;1;8;9
41;MMarfil;MMarfil;2533274884719422;107514;107574;60;1;5;6
41;BadMoodJones;Junglee91;2533275020457265;142887;142947;60;1;42;43
43;xJavontax;xJavontax;2533274819674251;51361;51411;50;1;33;34
43;brunopcosta1;brunopcosta1;2535437287890796;288468;288518;50;1;3;4
45;PhantomFox;PhantomFox75-460;2535436728258152;76022;76062;40;1;63;64
45;Running_Riot;BoutTreeFidy-208;2535457582061110;54110;54150;40;1;9;10
45;BananaBox39;MaidenLOKO;2533274891998560;198440;198480;40;1;8;9
48;supercommodore;supercommodore;2533274982646378;36262;36262;0;0;9;9
48;michael;Rngesus37;2535419776788793;43880;43880;0;0;7;7
48;Darthvader2795;Darthvader2795;2535442004967288;76811;76811;0;0;3;3
48;BigM_Milk4;BigMMilk-9208;2533274975549845;47097;47097;0;0;27;27
48;Foorbits;Foorbits;2624419068575218;51153;51153;0;0;0;0
48;DannySuperb;Danny Superb;2535423690428067;1830;1830;0;0;0;0
