#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Bugalugs214;bugalugs214;2535471084374195;321175;348930;27755;50;1108;1158
2;Shadowgasm;Shadowgasm;2736338880739054;401550;413670;12120;48;974;1022
3;Plagueborne;The Wicked Soul;2533274925208344;980022;991622;11600;46;826;872
4;FairyEmpire;baboy1337;2533274848211122;463657;473712;10055;44;479;523
5;UnveiledArk;UnveiledArk;2533274934249959;450810;456100;5290;42;424;466
6;Chyld989;Chyld989;2533274824150207;462570;467590;5020;40;551;591
7;CallMeCraig;matsze;2533274817036922;278019;282900;4881;38;541;579
8;SheepDip;Ryuukishi634;2533274841110750;444515;449370;4855;36;400;436
9;judge;judge;2533274802991000;457775;462435;4660;34;475;509
10;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;764430;768810;4380;32;540;572
11;ShadowlessEdge;Shadowless Edge;2535418358478334;863746;868107;4361;30;739;769
12;low187;ShadowArceus5;2533274870566975;270790;275065;4275;28;370;398
13;MasterLeePhD;Master Lee PhD;2533274793230093;397424;401649;4225;26;527;553
14;NierlyCrazy;Nierly Crazy;2533274896685914;475700;479785;4085;24;554;578
15;Scottish_Sin;Scottish Sin;2533274798575633;588815;592580;3765;22;474;496
16;Akosii;Akosii;2533274876129944;394615;398295;3680;20;548;568
17;Mort;Mortaigne;2533274924850886;206167;209112;2945;18;530;548
18;APOPHIS1989;APOPHIS1989;2533274792861176;391287;394205;2918;16;633;649
19;Kreten;Cro Kreten;2690766741657668;274178;276903;2725;14;182;196
20;profjjj;profjjj;2533274829351135;152621;155061;2440;12;263;275
21;FunkyOne;Sir Funkified;2533274831236982;256753;258832;2079;10;192;202
22;dfunktjester;dFunkt jestEr;2533274829581469;122923;124973;2050;8;39;47
23;BananaBox39;MaidenLOKO;2533274891998560;198800;200745;1945;6;70;76
24;BrigadiersBlue;Brigadiers Blue;2533274916311937;105335;107160;1825;4;373;377
25;DeusJabu;DeusJabu;2535431624153776;190465;192280;1815;2;117;119
26;DanCasual;SR1 Dan;2533274803840524;210069;211619;1550;1;75;76
27;Mark3;Mark 3;2533274791777168;187080;188305;1225;1;49;50
28;RoslindaleOne;RoslindaleOne;2594261035379451;391635;392840;1205;1;85;86
29;PhantomFox;PhantomFox75;2535436728258152;76267;77457;1190;1;106;107
30;n0tjack;n0tjack;2533274808155558;214999;216185;1186;1;530;531
31;BigM_Milk4;BigMMilk-9208;2533274975549845;47157;48189;1032;1;57;58
32;Knottian;Knottian;2533274805216213;236281;237291;1010;1;82;83
32;BadMoodJones;Junglee91;2533275020457265;143702;144712;1010;1;122;123
34;binarymelon;binarymelon;2533274792088847;29741;30741;1000;1;104;105
35;dscharles;dscharles;2533275014769270;80265;81019;754;1;103;104
36;Cyime;Cyime;2533274809898296;246300;247050;750;1;243;244
37;MrZweistein;MrZweistein;2533274796780325;146895;147470;575;1;27;28
38;TheSego;The Sego;2533274801846949;159434;159899;465;1;158;159
39;Xumbrega;ctZz1;2533274892320729;161040;161495;455;1;9;10
40;Sikamikanico;Sikamikanico;2599622463478870;145673;146103;430;1;103;104
41;OneBadMutha;OneBadMutha;2728296738546254;64212;64587;375;1;64;65
42;TheSlickTony;TheSlickTony;2533275010815429;120723;120958;235;1;97;98
43;Bluehawk357;BlueHawk357;2533274876723326;125539;125643;104;1;136;137
44;xJavontax;xJavontax;2533274819674251;51686;51746;60;1;38;39
44;supercommodore;supercommodore;2533274982646378;36292;36352;60;1;13;14
44;Darthvader2795;Darthvader2795;2535442004967288;76811;76871;60;1;4;5
47;Running_Riot;BoutTreeFidy;2535457582061110;54180;54230;50;1;15;16
48;michael;Rngesus37;2535419776788793;43930;43945;15;1;9;10
49;Zonky;Zonky;2535470751963594;165100;165110;10;1;150;151
50;BeardoN7x;BeardoA7x;2533274924115209;133305;133305;0;0;146;146
50;MMarfil;MMarfil;2533274884719422;107694;107694;0;0;10;10
50;brunopcosta1;brunopcosta1;2535437287890796;288518;288518;0;0;5;5
50;Foorbits;Foorbits;2624419068575218;51153;51153;0;0;0;0
50;DannySuperb;Danny Superb;2535423690428067;1830;1830;0;0;0;0
