#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Bugalugs214;bugalugs214;2535471084374195;434609;477420;42811;50;200;250
2;ShadowlessEdge;Shadowless Edge;2535418358478334;896022;910246;14224;48;178;226
3;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;791965;801620;9655;46;154;200
4;MasterLeePhD;Master Lee PhD;2533274793230093;409619;416019;6400;44;162;206
5;judge;judge;2533274802991000;468555;473830;5275;42;113;155
6;NierlyCrazy;Nierly Crazy;2533274896685914;495010;499865;4855;40;130;170
7;n0tjack;n0tjack;2533274808155558;220465;225015;4550;38;128;166
8;APOPHIS1989;APOPHIS1989;2533274792861176;405518;409893;4375;36;128;164
9;Plagueborne;The Wicked Soul;2533274925208344;1014717;1018777;4060;34;81;115
10;RoslindaleOne;RoslindaleOne;2594261035379451;396335;400160;3825;32;132;164
11;CallMeCraig;matsze;2533274817036922;292280;295756;3476;30;95;125
12;Shadowgasm;Shadowgasm;2736338880739054;417500;420625;3125;28;48;76
13;Chyld989;Chyld989;2533274824150207;500000;503080;3080;26;93;119
14;Mort;Mortaigne;2533274924850886;212017;214432;2415;24;97;121
15;DeusJabu;DeusJabu;2535431624153776;196655;198800;2145;22;58;80
16;UnveiledArk;UnveiledArk;2533274934249959;476265;478340;2075;20;71;91
17;FairyEmpire;baboy1337;2533274848211122;479177;481217;2040;18;84;102
18;SheepDip;Ryuukishi634;2533274841110750;455240;457170;1930;16;84;100
19;Scottish_Sin;Scottish Sin;2533274798575633;598510;600335;1825;14;70;84
20;Akosii;Akosii;2533274876129944;408440;410240;1800;12;58;70
21;BeardoN7x;BeardoA7x;2533274924115209;135415;136785;1370;10;59;69
22;TangHao;Amir-8983;2535432952508207;75955;77105;1150;8;44;52
23;Cyime;Cyime;2533274809898296;248955;250090;1135;6;46;52
24;BrigadiersBlue;Brigadiers Blue;2533274916311937;109075;110145;1070;4;47;51
25;Sikamikanico;Sikamikanico;2599622463478870;147938;148993;1055;2;33;35
26;Mark3;Mark 3;2533274791777168;189260;190280;1020;1;33;34
27;Knottian;Knottian;2533274805216213;239356;240371;1015;1;35;36
28;dfunktjester;dFunkt jestEr;2533274829581469;127178;128068;890;1;23;24
29;FunkyOne;Sir Funkified;2533274831236982;261147;261957;810;1;14;15
30;BadMoodJones;Junglee91;2533275020457265;147023;147753;730;1;29;30
31;MrZweistein;MrZweistein;2533274796780325;152010;152680;670;1;18;19
32;michael;Rngesus37;2535419776788793;44325;44920;595;1;7;8
33;low187;ShadowArceus5;2533274870566975;281415;282005;590;1;13;14
34;TheSego;The Sego;2533274801846949;161099;161664;565;1;13;14
35;BigM_Milk4;BigMMilk-9208;2533274975549845;48569;49124;555;1;14;15
36;Xumbrega;ctZz1;2533274892320729;161720;162245;525;1;25;26
37;Kreten;Cro Kreten;2690766741657668;277188;277708;520;1;15;16
38;binarymelon;binarymelon;2533274792088847;32896;33341;445;1;9;10
39;BananaBox39;MaidenLOKO;2533274891998560;204800;205225;425;1;4;5
40;Running_Riot;BoutTreeFidy;2535457582061110;54955;55295;340;1;6;7
41;DanCasual;SR1 Dan;2533274803840524;219729;220019;290;1;2;3
42;OneBadMutha;OneBadMutha;2728296738546254;66297;66567;270;1;4;5
43;profjjj;profjjj;2533274829351135;156691;156956;265;1;3;4
43;dscharles;dscharles;2533275014769270;81599;81864;265;1;5;6
45;PhantomFox;PhantomFox75;2535436728258152;79132;79342;210;1;3;4
46;Neuro;Thhh gtt-8082;2535406877444637;770;975;205;1;6;7
47;xJavontax;xJavontax;2533274819674251;51846;52041;195;1;1;2
48;supercommodore;supercommodore;2533274982646378;37127;37262;135;1;4;5
49;TheSlickTony;TheSlickTony;2533275010815429;122363;122463;100;1;2;3
50;MMarfil;MMarfil;2533274884719422;108004;108079;75;1;1;2
51;brunopcosta1;brunopcosta1;2535437287890796;288518;288573;55;1;1;2
52;Bluehawk357;BlueHawk357;2533274876723326;129893;129893;0;0;0;0
52;Zonky;Zonky;2535470751963594;165180;165180;0;0;0;0
52;Foorbits;Foorbits;2624419068575218;51218;51218;0;0;0;0
52;Darthvader2795;Darthvader2795;2535442004967288;76871;76871;0;0;0;0
