#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;850206;854036;3830;50;1180;1230
2;APOPHIS1989;APOPHIS1989;2533274792861176;421627;425392;3765;48;569;617
3;Bugalugs214;bugalugs214;2535471084374195;569555;572790;3235;46;1438;1484
4;CallMeCraig;matsze;2533274817036922;308472;310122;1650;44;769;813
5;MasterLeePhD;Master Lee PhD;2533274793230093;442299;443929;1630;42;1142;1184
6;Plagueborne;The Wicked Soul;2533274925208344;1164411;1165641;1230;40;1054;1094
7;judge;judge;2533274802991000;491904;493009;1105;38;916;954
8;NierlyCrazy;Nierly Crazy;2533274896685914;509808;510908;1100;36;634;670
9;MrZweistein;MrZweistein;2533274796780325;157770;158830;1060;34;228;262
10;BrigadiersBlue;Brigadiers Blue;2533274916311937;129040;129970;930;32;587;619
11;RoslindaleOne;RoslindaleOne;2594261035379451;414755;415560;805;30;813;843
12;Chyld989;Chyld989;2533274824150207;512386;513015;629;28;535;563
13;DeusJabu;DeusJabu;2535431624153776;209465;209955;490;26;651;677
14;Mort;Mortaigne;2533274924850886;222923;223403;480;24;569;593
15;UnveiledArk;UnveiledArk;2533274934249959;491960;492350;390;22;675;697
16;FairyEmpire;baboy1337;2533274848211122;505026;505401;375;20;646;666
17;FunkyOne;Sir Funkified;2533274831236982;266780;267140;360;18;314;332
18;low187;ShadowArceus5;2533274870566975;291756;292096;340;16;362;378
19;MMarfil;MMarfil;2533274884719422;109256;109566;310;14;29;43
20;SheepDip;Ryuukishi634;2533274841110750;469425;469675;250;12;673;685
21;TheSlickTony;TheSlickTony;2533275010815429;126443;126673;230;10;164;174
22;PhantomFox;PhantomFox75-460;2535436728258152;80707;80927;220;8;36;44
23;binarymelon;binarymelon;2533274792088847;38316;38526;210;6;200;206
24;TangHao;Amir-8983;2535432952508207;80270;80475;205;4;252;256
24;Scottish_Sin;Scottish Sin;2533274798575633;610904;611109;205;4;613;617
26;Cyime;Cyime;2533274809898296;255795;255995;200;1;315;316
27;n0tjack;n0tjack;2533274808155558;237493;237688;195;1;978;979
28;ShadowlessEdge;Shadowless Edge;2535418358478334;940866;941031;165;1;1032;1033
29;BananaBox39;MaidenLOKO;2533274891998560;209329;209489;160;1;170;171
30;BadMoodJones;Junglee91;2533275020457265;153363;153493;130;1;271;272
31;Shadowgasm;Shadowgasm;2736338880739054;425330;425430;100;1;266;267
32;profjjj;profjjj;2533274829351135;159159;159249;90;1;88;89
33;Knottian;Knottian;2533274805216213;243308;243393;85;1;148;149
33;TheSego;The Sego;2533274801846949;163809;163894;85;1;121;122
33;Running_Riot;BoutTreeFidy-208;2535457582061110;56675;56760;85;1;39;40
36;dfunktjester;dFunkt jestEr;2533274829581469;131178;131253;75;1;183;184
37;brunopcosta1;brunopcosta1;2535437287890796;288573;288628;55;1;2;3
38;dscharles;dscharles;2533275014769270;84691;84731;40;1;231;232
39;OneBadMutha;OneBadMutha;2728296738546254;69629;69659;30;1;122;123
40;michael;Rngesus37;2535419776788793;47237;47252;15;1;115;116
40;supercommodore;supercommodore;2533274982646378;38632;38647;15;1;63;64
42;Akosii;Akosii;2533274876129944;418462;418472;10;1;385;386
43;Kreten;Cro Kreten;2690766741657668;278288;278293;5;1;34;35
44;BeardoN7x;BeardoA7x;2533274924115209;141435;141435;0;0;249;249
44;Sikamikanico;Sikamikanico;2599622463478870;151695;151695;0;0;147;147
44;Xumbrega;ctZz1;2533274892320729;163149;163149;0;0;77;77
44;BigM_Milk4;BigMMilk-9208;2533274975549845;55459;55459;0;0;245;245
44;Mark3;Mark 3;2533274791777168;191150;191150;0;0;62;62
44;DanCasual;SR1 Dan;2533274803840524;220331;220331;0;0;13;13
44;Zonky;Zonky;2535470751963594;165575;165575;0;0;7;7
44;xJavontax;xJavontax;2533274819674251;52278;52278;0;0;33;33
44;Darthvader2795;Darthvader2795;2535442004967288;78476;78476;0;0;86;86
44;Foorbits;Foorbits;2624419068575218;51238;51238;0;0;2;2
44;Neuro;Thhh gtt-8082;2535406877444637;975;975;0;0;7;7
44;Bluehawk357;BlueHawk357;2533274876723326;129893;129893;0;0;0;0
