#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Plagueborne;The Wicked Soul;2533274925208344;1170841;1251386;80545;50;409;459
2;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;867994;878174;10180;48;448;496
3;FairyEmpire;baboy1337;2533274848211122;508690;515890;7200;46;219;265
4;NierlyCrazy;Nierly Crazy;2533274896685914;513728;520723;6995;44;300;344
5;DeusJabu;DeusJabu;2535431624153776;213485;218670;5185;42;263;305
6;BrigadiersBlue;Brigadiers Blue;2533274916311937;139310;144250;4940;40;407;447
7;Chyld989;Chyld989;2533274824150207;519575;524460;4885;38;335;373
8;MasterLeePhD;Master Lee PhD;2533274793230093;458544;463224;4680;36;407;443
9;SheepDip;Ryuukishi634;2533274841110750;473305;477895;4590;34;260;294
10;judge;judge;2533274802991000;500579;505074;4495;32;298;330
11;UnveiledArk;UnveiledArk;2533274934249959;497260;501610;4350;30;227;257
12;CallMeCraig;matsze;2533274817036922;319037;322842;3805;28;416;444
13;binarymelon;binarymelon;2533274792088847;40566;43911;3345;26;272;298
14;ShadowlessEdge;Shadowless Edge;2535418358478334;957966;961296;3330;24;390;414
15;Scottish_Sin;Scottish Sin;2533274798575633;613509;616589;3080;22;268;290
16;APOPHIS1989;APOPHIS1989;2533274792861176;433310;436210;2900;20;224;244
17;dfunktjester;dFunkt jestEr;2533274829581469;134233;136726;2493;18;191;209
18;Akosii;Akosii;2533274876129944;422146;423761;1615;16;180;196
19;n0tjack;n0tjack;2533274808155558;239443;240918;1475;14;136;150
20;Bugalugs214;bugalugs214;2535471084374195;596615;597870;1255;12;298;310
21;Cyime;Cyime;2533274809898296;256055;257240;1185;10;45;55
22;BadMoodJones;Junglee91;2533275020457265;158608;159688;1080;8;115;123
23;low187;ShadowArceus5;2533274870566975;293076;294138;1062;6;68;74
24;MrZweistein;MrZweistein;2533274796780325;160405;161455;1050;4;103;107
25;Knottian;Knottian;2533274805216213;244853;245858;1005;2;120;122
26;Shadowgasm;Shadowgasm;2736338880739054;428035;428950;915;1;139;140
27;TheSlickTony;TheSlickTony;2533275010815429;127988;128898;910;1;53;54
28;BananaBox39;MaidenLOKO;2533274891998560;211009;211714;705;1;154;155
29;Mort;Mortaigne;2533274924850886;224853;225553;700;1;76;77
30;dscharles;dscharles;2533275014769270;87226;87891;665;1;193;194
31;Mark3;Mark 3;2533274791777168;191175;191770;595;1;24;25
32;BigM_Milk4;BigMMilk-9208;2533274975549845;56309;56864;555;1;41;42
33;TheSego;The Sego;2533274801846949;164509;164984;475;1;35;36
34;RoslindaleOne;RoslindaleOne;2594261035379451;416355;416815;460;1;49;50
35;Zonky;Zonky;2535470751963594;165585;166035;450;1;34;35
36;FunkyOne;Sir Funkified;2533274831236982;268060;268345;285;1;61;62
37;PhantomFox;PhantomFox75;2535436728258152;81167;81417;250;1;12;13
38;OneBadMutha;OneBadMutha;2728296738546254;70269;70484;215;1;31;32
39;Running_Riot;BoutTreeFidy;2535457582061110;57745;57950;205;1;35;36
40;Sikamikanico;Sikamikanico;2599622463478870;152070;152270;200;1;11;12
41;BeardoN7x;BeardoA7x;2533274924115209;141630;141810;180;1;8;9
42;profjjj;profjjj;2533274829351135;159739;159879;140;1;78;79
43;michael;Rngesus37;2535419776788793;47617;47722;105;1;17;18
44;TangHao;Amir-8983;2535432952508207;81275;81372;97;1;2;3
45;Kreten;Cro Kreten;2690766741657668;278298;278383;85;1;4;5
46;MMarfil;MMarfil;2533274884719422;110211;110281;70;1;9;10
46;Foorbits;Foorbits;2624419068575218;51238;51308;70;1;2;3
48;brunopcosta1;brunopcosta1;2535437287890796;288808;288828;20;1;0;1
49;Xumbrega;ctZz1;2533274892320729;163304;163314;10;1;2;3
49;DanCasual;SR1 Dan;2533274803840524;220496;220506;10;1;4;5
49;xJavontax;xJavontax;2533274819674251;52278;52288;10;1;0;1
52;Darthvader2795;Darthvader2795;2535442004967288;78721;78721;0;0;0;0
52;supercommodore;supercommodore;2533274982646378;38702;38702;0;0;0;0
52;Neuro;Thhh gtt-8082;2535406877444637;975;975;0;0;0;0
