#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;UnveiledArk;UnveiledArk;2533274934249959;527755;533005;5250;50;288;338
2;TheAshCohen09;TheAshCohen09;2533274856167909;210851;213021;2170;48;212;260
3;ShadowlessEdge;Shadowless Edge;2535418358478334;1003401;1005326;1925;46;308;354
4;Plagueborne;The Wicked Soul;2533274925208344;1291641;1293531;1890;44;284;328
5;APOPHIS1989;APOPHIS1989;2533274792861176;467248;468878;1630;42;404;446
6;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;902066;903326;1260;40;262;302
7;BrigadiersBlue;Brigadiers Blue;2533274916311937;158985;160060;1075;38;97;135
8;MrZweistein;MrZweistein;2533274796780325;164670;165280;610;36;60;96
9;RoslindaleOne;RoslindaleOne;2594261035379451;422328;422930;602;34;87;121
10;Shadowgasm;Shadowgasm;2736338880739054;433200;433715;515;32;86;118
10;BadMoodJones;Junglee91;2533275020457265;165017;165532;515;32;123;155
12;Chyld989;Chyld989;2533274824150207;543020;543530;510;28;288;316
13;SilentJay76;SilentJay76;2533274902322618;474092;474522;430;26;264;290
14;Scottish_Sin;Scottish Sin;2533274798575633;625471;625835;364;24;49;73
15;FairyEmpire;baboy1337;2533274848211122;568016;568346;330;22;281;303
16;Knottian;Knottian;2533274805216213;255780;256105;325;20;147;167
17;profjjj;profjjj;2533274829351135;164239;164560;321;18;57;75
18;BeardoN7x;BeardoA7x;2533274924115209;144579;144874;295;16;67;83
18;FunkyOne;Sir Funkified;2533274831236982;273316;273611;295;16;79;95
20;DeusJabu;DeusJabu;2535431624153776;226636;226922;286;12;122;134
21;Kreten;Cro Kreten;2690766741657668;282098;282358;260;10;96;106
22;Running_Riot;BoutTreeFidy-208;2535457582061110;59520;59760;240;8;22;30
22;n0tjack;n0tjack;2533274808155558;248633;248873;240;8;73;81
24;Akosii;Akosii;2533274876129944;430016;430166;150;4;63;67
25;Sikamikanico;Sikamikanico;2599622463478870;156225;156370;145;2;103;105
26;SheepDip;Ryuukishi634;2533274841110750;495350;495485;135;1;234;235
27;Xumbrega;ctZz1;2533274892320729;163874;163979;105;1;3;4
28;dscharles;dscharles;2533275014769270;90862;90966;104;1;89;90
29;CallMeCraig;matsze;2533274817036922;341243;341343;100;1;230;231
30;PhantomFox;PhantomFox75-460;2535436728258152;83628;83726;98;1;5;6
31;NierlyCrazy;Nierly Crazy;2533274896685914;537634;537714;80;1;236;237
32;MasterLeePhD;Master Lee PhD;2533274793230093;485694;485764;70;1;364;365
33;MMarfil;MMarfil;2533274884719422;111426;111481;55;1;8;9
34;Mort;Mortaigne;2533274924850886;234873;234918;45;1;7;8
35;binarymelon;binarymelon;2533274792088847;47921;47951;30;1;68;69
36;BananaBox39;MaidenLOKO;2533274891998560;213443;213458;15;1;20;21
36;TangHao;Amir-8983;2535432952508207;88657;88672;15;1;62;63
38;OneBadMutha;OneBadMutha;2728296738546254;73394;73408;14;1;43;44
39;TheSlickTony;TheSlickTony;2533275010815429;131108;131108;0;0;70;70
39;TheSego;The Sego;2533274801846949;168730;168730;0;0;90;90
39;DanCasual;SR1 Dan;2533274803840524;225591;225591;0;0;154;154
39;Zonky;Zonky;2535470751963594;166305;166305;0;0;1;1
39;supercommodore;supercommodore;2533274982646378;41697;41697;0;0;7;7
39;michael;Rngesus37;2535419776788793;50287;50287;0;0;28;28
39;low187;ShadowArceus5;2533274870566975;297283;297283;0;0;29;29
39;xJavontax;xJavontax;2533274819674251;52463;52463;0;0;2;2
39;Mark3;Mark 3;2533274791777168;192770;192770;0;0;2;2
39;judge;judge;2533274802991000;530054;530054;0;0;84;84
39;dfunktjester;dFunkt jestEr;2533274829581469;142533;142533;0;0;2;2
39;Bugalugs214;bugalugs214;2535471084374195;599930;599930;0;0;0;0
39;Foorbits;Foorbits;2624419068575218;52068;52068;0;0;0;0
39;BigM_Milk4;BigMMilk-9208;2533274975549845;68309;68309;0;0;0;0
39;brunopcosta1;brunopcosta1;2535437287890796;289198;289198;0;0;0;0
39;Cyime;Cyime;2533274809898296;257380;257380;0;0;0;0
