#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;APOPHIS1989;APOPHIS1989;2533274792861176;472423;488503;16080;50;744;794
2;ShadowlessEdge;Shadowless Edge;2535418358478334;1006016;1015286;9270;48;676;724
3;MasterLeePhD;Master Lee PhD;2533274793230093;485914;494054;8140;46;585;631
4;Plagueborne;The Wicked Soul;2533274925208344;1293606;1301061;7455;44;582;626
5;NierlyCrazy;Nierly Crazy;2533274896685914;538729;543664;4935;42;441;483
6;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;903546;908324;4778;40;606;646
7;TheAshCohen09;TheAshCohen09;2533274856167909;213091;216881;3790;38;425;463
8;SilentJay76;SilentJay76;2533274902322618;474702;478442;3740;36;500;536
9;n0tjack;n0tjack;2533274808155558;249068;252338;3270;34;295;329
10;judge;judge;2533274802991000;530064;532864;2800;32;219;251
11;Scottish_Sin;Scottish Sin;2533274798575633;625850;628345;2495;30;242;272
12;RoslindaleOne;RoslindaleOne;2594261035379451;423098;425450;2352;28;248;276
13;MrZweistein;MrZweistein;2533274796780325;166085;168150;2065;26;272;298
14;Mort;Mortaigne;2533274924850886;234918;236973;2055;24;72;96
15;DeusJabu;DeusJabu;2535431624153776;227016;229015;1999;22;304;326
16;CallMeCraig;matsze;2533274817036922;341378;343278;1900;20;367;387
17;UnveiledArk;UnveiledArk;2533274934249959;533140;535030;1890;18;507;525
18;SheepDip;Ryuukishi634;2533274841110750;495580;497375;1795;16;335;351
19;Akosii;Akosii;2533274876129944;430166;431901;1735;14;163;177
20;DanCasual;SR1 Dan;2533274803840524;225591;227047;1456;12;217;229
21;Xumbrega;ctZz1;2533274892320729;163994;165419;1425;10;83;93
22;Knottian;Knottian;2533274805216213;256420;257585;1165;8;248;256
23;FunkyOne;Sir Funkified;2533274831236982;273696;274764;1068;6;183;189
24;binarymelon;binarymelon;2533274792088847;47951;48856;905;4;105;109
25;BadMoodJones;Junglee91;2533275020457265;165852;166712;860;2;264;266
26;FairyEmpire;baboy1337;2533274848211122;568346;569101;755;1;354;355
27;low187;ShadowArceus5;2533274870566975;297283;298033;750;1;53;54
28;Chyld989;Chyld989;2533274824150207;543725;544435;710;1;456;457
29;TheSlickTony;TheSlickTony;2533275010815429;131108;131778;670;1;100;101
29;Running_Riot;BoutTreeFidy;2535457582061110;59770;60440;670;1;77;78
31;Shadowgasm;Shadowgasm;2736338880739054;433845;434460;615;1;217;218
32;BeardoN7x;BeardoA7x;2533274924115209;145154;145694;540;1;187;188
33;Kreten;Cro Kreten;2690766741657668;282428;282823;395;1;118;119
34;profjjj;profjjj;2533274829351135;164560;164890;330;1;93;94
35;PhantomFox;PhantomFox75;2535436728258152;83726;84054;328;1;20;21
36;dscharles;dscharles;2533275014769270;90966;91281;315;1;168;169
37;Sikamikanico;Sikamikanico;2599622463478870;156835;157092;257;1;161;162
38;TheSego;The Sego;2533274801846949;168730;168950;220;1;126;127
39;Mark3;Mark 3;2533274791777168;192770;192950;180;1;12;13
40;OneBadMutha;OneBadMutha;2728296738546254;73422;73596;174;1;64;65
41;BrigadiersBlue;Brigadiers Blue;2533274916311937;160070;160120;50;1;170;171
41;BananaBox39;MaidenLOKO;2533274891998560;213458;213508;50;1;41;42
41;MMarfil;MMarfil;2533274884719422;111481;111531;50;1;12;13
44;supercommodore;supercommodore;2533274982646378;41697;41745;48;1;46;47
45;dfunktjester;dFunkt jestEr;2533274829581469;142533;142568;35;1;3;4
46;TangHao;Amir-8983;2535432952508207;88672;88682;10;1;65;66
47;Zonky;Zonky;2535470751963594;166305;166305;0;0;2;2
47;michael;Rngesus37;2535419776788793;50287;50287;0;0;28;28
47;xJavontax;xJavontax;2533274819674251;52463;52463;0;0;2;2
47;Foorbits;Foorbits;2624419068575218;52068;52068;0;0;0;0
47;BigM_Milk4;BigMMilk-9208;2533274975549845;68309;68309;0;0;0;0
47;Bugalugs214;bugalugs214;2535471084374195;599930;599930;0;0;0;0
47;brunopcosta1;brunopcosta1;2535437287890796;289198;289198;0;0;0;0
47;Cyime;Cyime;2533274809898296;257380;257380;0;0;0;0
