#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;APOPHIS1989;APOPHIS1989;2533274792861176;614373;628453;14080;50;1270;1320
2;Plagueborne;The Wicked Soul;2533274925208344;1482951;1492431;9480;48;1076;1124
3;Chyld989;Chyld989;2533274824150207;568295;573480;5185;46;866;912
4;Akosii;Akosii;2533274876129944;450496;454786;4290;44;746;790
5;UnveiledArk;UnveiledArk;2533274934249959;548125;552200;4075;42;296;338
6;ShadowlessEdge;Shadowless Edge;2535418358478334;1050596;1054416;3820;40;986;1026
7;CallMeCraig;matsze;2533274817036922;369993;373193;3200;38;862;900
8;Knottian;Knottian;2533274805216213;269039;271899;2860;36;654;690
9;DeusJabu;DeusJabu;2535431624153776;236570;239410;2840;34;312;346
10;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;999040;1001200;2160;32;870;902
11;n0tjack;n0tjack;2533274808155558;263364;265514;2150;30;384;414
12;Scottish_Sin;Scottish Sin;2533274798575633;640964;642844;1880;28;644;672
13;FairyEmpire;baboy1337;2533274848211122;592861;594700;1839;26;569;595
14;RoslindaleOne;RoslindaleOne;2594261035379451;434630;436415;1785;24;572;596
15;MasterLeePhD;Master Lee PhD;2533274793230093;516964;518574;1610;22;799;821
16;SilentJay76;SilentJay76;2533274902322618;502492;503987;1495;20;611;631
17;SheepDip;Ryuukishi634;2533274841110750;518200;519495;1295;18;506;524
18;Mort;Mortaigne;2533274924850886;259218;260358;1140;16;797;813
19;TheAshCohen09;TheAshCohen09;2533274856167909;278811;279901;1090;14;609;623
20;MrZweistein;MrZweistein;2533274796780325;173995;174925;930;12;74;86
21;Sikamikanico;Sikamikanico;2599622463478870;162501;163406;905;10;209;219
22;PhantomFox;PhantomFox75;2535436728258152;86239;87139;900;8;97;105
23;Bugalugs214;bugalugs214;2535471084374195;603330;604160;830;6;302;308
24;profjjj;profjjj;2533274829351135;168915;169740;825;4;147;151
25;dscharles;dscharles;2533275014769270;96760;97545;785;2;195;197
26;NierlyCrazy;Nierly Crazy;2533274896685914;601800;602540;740;1;910;911
27;dfunktjester;dFunkt jestEr;2533274829581469;143807;144407;600;1;88;89
28;low187;ShadowArceus5;2533274870566975;304513;305068;555;1;261;262
29;binarymelon;binarymelon;2533274792088847;58711;59256;545;1;331;332
30;TheSlickTony;TheSlickTony;2533275010815429;134368;134848;480;1;110;111
31;OneBadMutha;OneBadMutha;2728296738546254;76509;76959;450;1;180;181
32;FunkyOne;Sir Funkified;2533274831236982;280677;281117;440;1;263;264
33;DanCasual;SR1 Dan;2533274803840524;233626;233991;365;1;121;122
34;Xumbrega;ctZz1;2533274892320729;167094;167429;335;1;39;40
35;TangHao;Amir-8983;2535432952508207;88857;89167;310;1;17;18
36;BrigadiersBlue;Brigadiers Blue;2533274916311937;187875;188140;265;1;504;505
37;BeardoN7x;BeardoA7x;2533274924115209;149389;149569;180;1;79;80
38;judge;judge;2533274802991000;546314;546489;175;1;440;441
38;TheSego;The Sego;2533274801846949;169735;169910;175;1;14;15
40;Kreten;Cro Kreten;2690766741657668;285943;286063;120;1;34;35
41;BadMoodJones;Junglee91;2533275020457265;170571;170681;110;1;110;111
42;xJavontax;xJavontax;2533274819674251;53833;53923;90;1;42;43
43;brunopcosta1;brunopcosta1;2535437287890796;289213;289293;80;1;1;2
44;BigM_Milk4;BigMMilk-9208;2533274975549845;72474;72534;60;1;232;233
45;Mark3;Mark 3;2533274791777168;195630;195685;55;1;36;37
46;MMarfil;MMarfil;2533274884719422;113678;113708;30;1;29;30
47;supercommodore;supercommodore;2533274982646378;42100;42115;15;1;0;1
48;Running_Riot;BoutTreeFidy;2535457582061110;62290;62290;0;0;33;33
48;BananaBox39;MaidenLOKO;2533274891998560;213683;213683;0;0;2;2
48;Shadowgasm;Shadowgasm;2736338880739054;439560;439560;0;0;75;75
48;Foorbits;Foorbits;2624419068575218;52428;52428;0;0;0;0
48;michael;Rngesus37;2535419776788793;50287;50287;0;0;0;0
