#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;FairyEmpire;baboy1337;2533274848211122;606235;616257;10022;50;398;448
2;ShadowlessEdge;ShadowlessAU;2535418358478334;1071269;1081191;9922;48;434;482
3;APOPHIS1989;APOPHIS1989;2533274792861176;646316;655626;9310;46;392;438
4;MasterLeePhD;Master Lee PhD;2533274793230093;528723;534613;5890;44;474;518
5;Plagueborne;The Wicked Soul;2533274925208344;1498681;1503076;4395;42;322;364
6;Akosii;Akosii;2533274876129944;460011;463421;3410;40;338;378
7;TheSlickTony;TheSlickTony;2533275010815429;138318;140143;1825;38;304;342
8;RoslindaleOne;RoslindaleOne;2594261035379451;440260;442025;1765;36;251;287
9;SheepDip;Ryuukishi634;2533274841110750;528095;529775;1680;34;406;440
10;BigM_Milk4;BigMMilk-9208;2533274975549845;72639;74119;1480;32;63;95
11;CallMeCraig;matsze;2533274817036922;378208;379543;1335;30;242;272
12;SilentJay76;SilentJay76;2533274902322618;505247;506522;1275;28;204;232
13;Chyld989;Chyld989;2533274824150207;580765;581960;1195;26;376;402
14;Knottian;Knottian;2533274805216213;276575;277695;1120;24;290;314
15;binarymelon;binarymelon;2533274792088847;62206;63166;960;22;258;280
16;DeusJabu;DeusJabu;2535431624153776;242745;243660;915;20;266;286
17;NierlyCrazy;Nierly Crazy;2533274896685914;602930;603798;868;18;112;130
18;n0tjack;n0tjack;2533274808155558;266249;266964;715;16;109;125
19;profjjj;profjjj;2533274829351135;171900;172600;700;14;258;272
20;Bugalugs214;bugalugs214;2535471084374195;604670;605255;585;12;153;165
21;dscharles;dscharles;2533275014769270;97930;98480;550;10;107;117
22;Scottish_Sin;Scottish Sin;2533274798575633;646444;646959;515;8;201;209
23;MrZweistein;MrZweistein;2533274796780325;176135;176635;500;6;151;157
24;dfunktjester;dFunkt jestEr;2533274829581469;145092;145417;325;4;86;90
25;Mort;Mortaigne;2533274924850886;260518;260758;240;2;35;37
26;Sikamikanico;Sikamikanico;2599622463478870;164386;164621;235;1;104;105
27;low187;ShadowArceus5;2533274870566975;307026;307216;190;1;79;80
28;BadMoodJones;Junglee91;2533275020457265;172366;172456;90;1;13;14
29;MMarfil;MMarfil;2533274884719422;114443;114518;75;1;64;65
30;BrigadiersBlue;Brigadiers Blue;2533274916311937;189400;189470;70;1;141;142
31;Mark3;Mark 3;2533274791777168;196585;196645;60;1;58;59
32;supercommodore;supercommodore;2533274982646378;42225;42280;55;1;6;7
33;PhantomFox;PhantomFox75-460;2535436728258152;89239;89284;45;1;123;124
33;OneBadMutha;OneBadMutha;2728296738546254;78099;78144;45;1;93;94
35;TheAshCohen09;TheAshCohen09;2533274856167909;284371;284401;30;1;199;200
36;BananaBox39;MaidenLOKO;2533274891998560;213783;213783;0;0;12;12
36;TangHao;Amir-8983;2535432952508207;89522;89522;0;0;3;3
36;BeardoN7x;BeardoA7x;2533274924115209;149569;149569;0;0;0;0
36;Shadowgasm;Shadowgasm;2736338880739054;439560;439560;0;0;0;0
36;TheSego;The Sego;2533274801846949;169910;169910;0;0;0;0
